"title" "teaser" "links" "date"
"57" "Rauchverbot: FP<U+00C3><U+0096>-Chef Hofer will Rauchen ab 20 Uhr erlauben" "Norbert Hofer will das generelle Rauchverbot einmal mehr kippen, sollte die FP<U+00C3><U+0096> in die Regierung kommen. Allerdings strebt er einen Kompromiss an." "https://www.diepresse.com/5686321/Rauchverbot_FPOeChef-Hofer-will-Rauchen-ab-20-Uhr-erlauben?from=rss" 2019-09-07
"58" "Reglos in der Wiese" "Expedition Europa: Ultramarathon im S<U+00C3><U+00BC>dburgenland." "https://www.diepresse.com/5685858/Reglos-in-der-Wiese?from=rss" 2019-09-06
"59" "Nichtraucherschutzgesetz: Klage gegen Rauchverbot" "Eine Initiative von Lokalbesitzern hat jetzt Klage gegen das Rauchverbot eingereicht." "https://www.diepresse.com/5673693/Klage-gegen-Rauchverbot?from=rss" 2019-08-13
"60" "Die unerkl<U+00C3><U+00A4>rliche Angst vor der Robotersteuer" "K<U+00C3><U+00BC>nstliche Intelligenz und Roboterisierung werden mittelfristig die traditionelle Finanzierungsbasis der Industriestaaten zertr<U+00C3><U+00BC>mmern. Wieso machen sich unsere Steuerpolitiker dar<U+00C3><U+00BC>ber eigentlich so wenig Gedanken?" "https://www.diepresse.com/5671441/Die-unerklaerliche-Angst-vor-der-Robotersteuer?from=rss" 2019-08-09
"61" "Rauchverbot: <U+00C3><U+0096>VP schlie<U+00C3><U+009F>t erneute Aufhebung aus" "Die SP<U+00C3><U+0096> bef<U+00C3><U+00BC>rchtet, dass eine etwaige zweite t<U+00C3><U+00BC>rkis-blaue Koalition das Rauchverbot wieder kippen k<U+00C3><U+00B6>nnte. Es gebe kein klares Bekenntnis zum Nichtraucherschutz aus der <U+00C3><U+0096>VP." "https://www.diepresse.com/5669809/Rauchverbot_OeVP-schliesst-erneute-Aufhebung-aus?from=rss" 2019-08-05
"62" "Sommergespr<U+00C3><U+00A4>che: Im Wohlf<U+00C3><U+00BC>hlgartenstudio mit Maria Stern" "Bei Kerzenschein und trotz einiger Nachfragen von Tobias P<U+00C3><U+00B6>tzelsberger konnte die Parteichefin der Liste Jetzt ihre Botschaften anbringen. Die Wichtigste: Ohne uns w<U+00C3><U+00A4>re Kurz noch Kanzler." "https://www.diepresse.com/5669883/Sommergespraeche_Im-Wohlfuehlgartenstudio-mit-Maria-Stern?from=rss" 2019-08-05
"63" "Landbauer: FP<U+00C3><U+0096> will Rauchverbot in Gastronomie kippen" "Der Chef der FP<U+00C3><U+0096> in Nieder<U+00C3><U+00B6>sterreich will bei einer Regierungsbeteiligung eine erneute Abkehr vom absoluten Rauchverbot durchsetzen. Eine Neuauflage von T<U+00C3><U+00BC>rkis-Blau bezeichnet er als \"menschlich mit Sicherheit keine leichte Aufgabe." "https://www.diepresse.com/5669468/Landbauer_FPOe-will-Rauchverbot-in-Gastronomie-kippen?from=rss" 2019-08-04
"64" "H<U+00C3><U+00A4>lfte der Lokale bereits auf Nichtraucher umgestellt" "Fast ein F<U+00C3><U+00BC>nftel der Betriebe muss G<U+00C3><U+00A4>ste ab 1. November, wenn das Rauchverbot in Kraft tritt, vor das Lokal schicken und bef<U+00C3><U+00BC>rchtet Anrainerbeschwerden. Shisha-Bars werden schlie<U+00C3><U+009F>en m<U+00C3><U+00BC>ssen, sind sich Branchenvertreter sicher." "https://www.diepresse.com/5668225/Haelfte-der-Lokale-bereits-auf-Nichtraucher-umgestellt?from=rss" 2019-08-01
"65" "Kickl wollte echten, nicht einen Hasenstall-Zaun\'\'" "Er h<U+00C3><U+00A4>tte nicht ganz <U+00C3><U+0096>sterreich eingez<U+00C3><U+00A4>unt, sagt der Ex-Innenminister. Vielmehr habe er \"Druckpunkte\" angestrebt. Zu Ex-FP<U+00C3><U+0096>-Chef Strache geht Kickl auf Distanz." "https://www.diepresse.com/5665232/Kickl-wollte-echten-nicht-einen-HasenstallZaun?from=rss" 2019-07-26
"66" "Sommerfest ohne Reue: Das m<U+00C3><U+00BC>ssen Veranstalter beachten" "Wer ein gr<U+00C3><U+00B6><U+00C3><U+009F>eres Fest plant, muss zahlreiche Vorschriften einhalten  von den Veranstaltungsgesetzen der einzelnen Bundesl<U+00C3><U+00A4>nder bis zum Nachbarrecht. Bei Firmenfeiern kommt auch noch Steuerliches dazu." "https://www.diepresse.com/5664557/Sommerfest-ohne-Reue_Das-muessen-Veranstalter-beachten?from=rss" 2019-07-25
"67" "Rauchverbot: Nachtlokale bringen VfGH-Antrag im August ein" "Mehr als 1000 Betreiber von Discos und Bars wollen das Gastro-Rauchverbot vom Verfassungsgerichtshof kippen lassen. Sie sehen einen Eingriff in Grundrechte, mangelnden Anrainerschutz und ungerechtfertigte Gleichsetzung mit Restaurants." "https://www.diepresse.com/5664862/Rauchverbot_Nachtlokale-bringen-VfGHAntrag-im-August-ein?from=rss" 2019-07-25
"68" "Rauchverbot: <U+00C3><U+0084>rztekammer gegen Ausweitung auf Pl<U+00C3><U+00A4>tze" "<U+00C3><U+0084>rztekammer-Pr<U+00C3><U+00A4>sident Szekeres fordert acht Milliarden Euro mehr f<U+00C3><U+00BC>r das Gesundheitssystem." "https://www.diepresse.com/5655901/Rauchverbot_Aerztekammer-gegen-Ausweitung-auf-Plaetze?from=rss" 2019-07-07
"69" "Rauchverbot: Rufe nach Ausnahme f<U+00C3><U+00BC>r Nachtlokale" "Die Besitzer von Praterdome   Co. bef<U+00C3><U+00BC>rchten durch das Nichtraucherschutzgesetz Klagen von Anrainern wegen L<U+00C3><U+00A4>rmbel<U+00C3><U+00A4>stigung. Die Chancen f<U+00C3><U+00BC>r die geforderte Ausnahmeregelung sieht Jurist Mayer als gering." "https://www.diepresse.com/5655368/Rauchverbot_Rufe-nach-Ausnahme-fuer-Nachtlokale?from=rss" 2019-07-05
"70" "Klagen gegen Rauchverbot: Wenig Chancen auf Erfolg" "Der Verfassungsjurist Heinz Mayer glaubt nicht, dass die Initiative der Nachtgastronomen vor dem Verfassungsgerichtshof erfolgreich sein wird." "https://www.diepresse.com/5654618/Klagen-gegen-Rauchverbot_Wenig-Chancen-auf-Erfolg?from=rss" 2019-07-04
"71" "Wenn Freund und Feind nah beieinander liegen" "W<U+00C3><U+00A4>hrend die SP<U+00C3><U+0096> Sebastian Kurz vorwirft, auf Sommerfrische zu sein, lobt Rendi-Wagner die <U+00C3><U+0096>VP f<U+00C3><U+00BC>r ihr Ja zum Rauchverbot. Dieses erbost den t<U+00C3><U+00BC>rkisen Ex-Partner FP<U+00C3><U+0096>. Ein Tag im Spiel der freien Kr<U+00C3><U+00A4>fte." "https://www.diepresse.com/5653652/Wenn-Freund-und-Feind-nah-beieinander-liegen?from=rss" 2019-07-03
"72" "Praterdome, Eden & Co klagen wegen Rauchverbot" "<U+00C3><U+009C>ber 700 Wirte fordern Ausnahmen f<U+00C3><U+00BC>r Bars und Diskotheken. Sie wollen Raucherlounges ohne Service  und damit Anrainer sch<U+00C3><U+00BC>tzen." "https://www.diepresse.com/5654168/Praterdome-Eden-Co-klagen-wegen-Rauchverbot?from=rss" 2019-07-03
"73" "Parlamentarische Sommerspiele: Von Rauchverbot bis Papamonat" "Dienstag und Mittwoch ist im Hohen Haus das freie Spiel der Kr<U+00C3><U+00A4>fte zu sehen. Es wird neue Regeln f<U+00C3><U+00BC>r Parteispenden, ein Rauchverbot, mehr Pflegegeld und einen Papamonat bringen." "https://www.diepresse.com/5653099/Parlamentarische-Sommerspiele_Von-Rauchverbot-bis-Papamonat?from=rss" 2019-07-02
"74" "Was wird aus den t<U+00C3><U+00BC>rkisen Quereinsteigern?" "Im Wahlkampf 2017 sollten die Neuen auf der t<U+00C3><U+00BC>rkisen Bundesliste blo<U+00C3><U+009F> eines nicht sein: <U+00C3><U+0096>VP-Politiker. Mittlerweile sind sie es. Und die Frage ist: Bleiben sie das auch?" "https://www.diepresse.com/5653058/Was-wird-aus-den-tuerkisen-Quereinsteigern?from=rss" 2019-07-02
"75" "Journalisten als moralische Sittenw<U+00C3><U+00A4>chter" "Medienleute sehen sich gern als Inhaber der politischen Deutungshoheit und Verteidiger einer angeblich bedrohten Pressefreiheit. Gut nur, dass sich die manifeste Einseitigkeit der Medien kaum auf Parteineigungen auswirkt." "https://www.diepresse.com/5653642/Journalisten-als-moralische-Sittenwaechter?from=rss" 2019-07-02
